,Unnamed: 0,Unnamed: 0.1,business_id_x,categories,business_id_y,date,review_id,stars,text,type,user_id,votes
45581,59848,59848,NTgVdfRLbU0aKJH_9h3VCw,"[Pizza, Restaurants]",NTgVdfRLbU0aKJH_9h3VCw,2013-08-11,TUrdMX256Bbc0izugUkdsA,5.0,I think this is the best local pizza in South Phoenix.. got the thin crust and lots of toppings.  The staff is awesome and i have never been disappointed in their Pizza. In fact Im going tonite to get some.,review,VdGQ-V58AOXEtnUsPweBbw,"{u'funny': 0, u'useful': 0, u'cool': 0}"
45582,59849,59849,NTgVdfRLbU0aKJH_9h3VCw,"[Pizza, Restaurants]",NTgVdfRLbU0aKJH_9h3VCw,2014-06-14,LvhfftIdS05cKWA0ZXCmaA,1.0,"This is my second trip to Gino's. First trip was absolutely fantastic. Ordered my pie, stopped over, picked it up, and had a great conversation with the dude working the counter.

Second trip?

Ordered online.  Made a stop at Walgreens being that I was told by the site that it would be 25 minutes.  Stopped in, no pizza ready.  Instead, I was told they didn't make it because I didn't answer the call they made to me.  I checked my phone right there, no missed calls.  I was all ""Alright, dude, no worries, cook me up a quick pepperoni, canadian bacon, and green olives"" which he was happy to do.  Told me it would be 10 - 15 minutes.  25 - 35 minutes later, pizza is done.  Get it home, no canadian bacon.  I even tipped those assholes thinking I screwed something up.

Go somewhere better.  While waiting, I saw them opening giant cans of pre-made pizza sauce.  They may have been around for 40 years, but buying store-bought pizza sauce for over priced pizza doesn't make much sense.

Oh, and chop your olives up, you lazy twats.  Like on the first pizza I had from you.",review,cQnkPwSCBnjNEuBI7juEzw,"{u'funny': 0, u'useful': 0, u'cool': 0}"
45583,59850,59850,NTgVdfRLbU0aKJH_9h3VCw,"[Pizza, Restaurants]",NTgVdfRLbU0aKJH_9h3VCw,2014-07-14,FBnLT5gqbzHM2bM5HC4Llw,5.0,I've been coming from the northwest valley to eat at this pizza joint since I was a very young child... I'm now 26 and I still love this place. Great food and fun pin-ball machines. Everyone should try this place once.,review,dsLm017g0Ahz2sEtqjRVIw,"{u'funny': 0, u'useful': 1, u'cool': 0}"
45584,59851,59851,NTgVdfRLbU0aKJH_9h3VCw,"[Pizza, Restaurants]",NTgVdfRLbU0aKJH_9h3VCw,2014-09-15,Uw4eUNplM27vlkmSj_h-nw,4.0,"We went in yesterday to celebrate my nieces birthday. Our family grew up eating Gino's so we love the place. I'll admit I hadn't been there for a couple of years but the pizza is just as good now as it was then. I think the sauce is a little different but it was still good. We had the peperoni and sausage with green chili pizza. The men working last night were all very nice and friendly and provided excellent service to our group. We will definitely be back!

Note: If you are expecting to come here for gourmet pizza you will be disappointed! If you did not grow up eating Gino's, chances are you will not enjoy it. For most people Gino's is a taste of their childhood. You would never go to Taco Bell for authentic Mexican food so you should not come here looking for true New York style pizza. But, for our family it's the best!",review,cOPK0ybpOlPP6YJHLC5SqA,"{u'funny': 0, u'useful': 1, u'cool': 1}"
45585,59852,59852,NTgVdfRLbU0aKJH_9h3VCw,"[Pizza, Restaurants]",NTgVdfRLbU0aKJH_9h3VCw,2014-12-15,CM9oLCCG1f1wHYy6a6YNcg,1.0,"This place is horrible! The pizza and wings were disgusting! We placed a large order for a party and everyone said how disgusting everything was and we threw it all in the trash. We were so embarrassed to have brought this horrific food! The pizza was below cafeteria/frozen quality with bad crust and cheap ingredients. There was no flavor to the sauce. The wings were beyond disgusting consisting of about 80% fat. They were not edible. Unfortunately we had picked up 2 large pizzas and 3 orders of wings. It was very expensive for such low quality! Ugh! We know what good pizza and wings are and this is the bottom of barrel! For the record, these comments came from about 10 of our party guests. The kids would not even eat it!!!!!!!",review,NGaW_4n_Fzai3x1DVhTttA,"{u'funny': 0, u'useful': 2, u'cool': 0}"
45586,59853,59853,NTgVdfRLbU0aKJH_9h3VCw,"[Pizza, Restaurants]",NTgVdfRLbU0aKJH_9h3VCw,2015-03-13,b9MwjYh9gdtzrkzo8or4Hw,5.0,this is one of those places that people grew up eating in south phoenix  good or bad I definitely like a Ginos pizza every now and then and will make that drive or have someone coming my way pick me a couple up since im about 25 miles away. Price is as high as many but it is a tradition to many and once your hooked it a 2 pizza special time. Know Jack the owner for years and been eating this pizza for a long time now. Will be back again and again. Love it or hate ill be back for more ! Deluxe no bell pepper and a pepperoni / shrimp and its on !..,review,4I3lSlfXHFjNV_ypdL2J9A,"{u'funny': 0, u'useful': 0, u'cool': 0}"
45587,59854,59854,NTgVdfRLbU0aKJH_9h3VCw,"[Pizza, Restaurants]",NTgVdfRLbU0aKJH_9h3VCw,2015-05-11,sPz1wCE90UIoPIxinuZZsw,5.0,One of the best pizza places ever! Love the feel of the restaurant. Food is delicious and I kept going for seconds. This pizza beats all others. You need to try this place. I will be coming back.,review,5V8iQ4rZQyi5UGCEMvXz5w,"{u'funny': 0, u'useful': 0, u'cool': 0}"
45588,59855,59855,NTgVdfRLbU0aKJH_9h3VCw,"[Pizza, Restaurants]",NTgVdfRLbU0aKJH_9h3VCw,2015-06-19,cbBY2OVNLmq7Mh3j1uNsWg,5.0,"Gino's pizza is a South -Siders MUST! I was raised in south Phoenix, this to me is comfort food. I love this place.",review,Nz6Qv5ZCkFsSWW0OMNhAMQ,"{u'funny': 0, u'useful': 0, u'cool': 0}"
45589,59856,59856,NTgVdfRLbU0aKJH_9h3VCw,"[Pizza, Restaurants]",NTgVdfRLbU0aKJH_9h3VCw,2015-08-19,SX5o6vtYXFN14rlGT7Tzug,3.0,"So over the phone the lady was a bit rude. But in person she is much nicer. As far as dining here you have to be ready for the swamp cooler there is no AC. 

As far as the take out I would recommend calling ahead. Every pizza is made to order so it takes a bit. It's thin crust so it's not like 45 min but more like 20 min. 

The pizza well is okay. As many times as I have been here and having grown up in South Phoenix still not a huge fan. But the family seems to stand by them so I suppose the pizza is adequate. 

The reason for 3 stars is my experience over the phone, swamp cooler, and adequate pizza.",review,yynKilkLQXd2zXnCTwI4Gg,"{u'funny': 0, u'useful': 1, u'cool': 0}"
45590,59857,59857,NTgVdfRLbU0aKJH_9h3VCw,"[Pizza, Restaurants]",NTgVdfRLbU0aKJH_9h3VCw,2015-08-23,MwQp28bkUMLqDZpKubGChQ,1.0,"I was very disappointed with this place. I was very excited to eat at a place local South-siders recommended. But my family and I were greatly let down.

First, after we got over the hot room with only a swamp cooler, the service was beyond horrible. Never got a hello but got a what do you want. When our food was brought out, it was thrown on the table with a ""watch it, this is hot."" A side tip, don't ask for crushed pepper, that will just make the lady even more mad.

The food was something else. After seeing everything was frozen and in cans, I was shocked by the price of the pizza. The crust was like cardboard and the sauce was nothing special. Honestly, little Caesar's would have been better.

Save your money or go someplace else!",review,f4LLZColuRx-7PkVWdmfbw,"{u'funny': 2, u'useful': 1, u'cool': 0}"
