,Unnamed: 0,Unnamed: 0.1,business_id_x,categories,business_id_y,date,review_id,stars,text,type,user_id,votes
747178,940847,940846,ojUzLZogbt7rNnmSEm1Bdg,"[Restaurants, Pizza, Italian]",ojUzLZogbt7rNnmSEm1Bdg,2014-07-08,1Ak4vAOH9bywhP_6eI5Ddw,5.0,"Really exceeded expectations, plenty of choice on the menu, upstairs seating, and the quality of the food is a lot better than some other well known Italian food chains I have been to, I would definitely return",review,0O26ApNWYMxlE3Up7lLs4A,"{u'funny': 0, u'useful': 0, u'cool': 0}"
747179,940848,940847,ojUzLZogbt7rNnmSEm1Bdg,"[Restaurants, Pizza, Italian]",ojUzLZogbt7rNnmSEm1Bdg,2014-12-25,BAXPLaPk4QFNXAfQnZ8FUA,2.0,"Not really sure on how to best describe this restaurant. It's very basic, nothing unique about it if you would compare it to other Italian restaurants. The services was great (basically the majority of the rating was because of the service). The man who served us was very kind and generous and couldn't have done a better job.

Food :-
A friend had ordered for me as I was getting ready in the hotel room so by the time I arrived it was slightly cold, the waiter offered to heat it up for me, which he did. Upon tasting the food the mushrooms were slightly burnt - the chicken was fine and nothing special. The potatoes tasted as if someone had thrown a heap of salt on them which wasn't that good.

Quite hard to judge this restaurant as I was pretty jet lagged and very hungry!! So I will probably give it another chance before I leave.",review,U1e0NXm_sQ2HtkZe6T9Luw,"{u'funny': 0, u'useful': 0, u'cool': 0}"
747180,940849,940848,ojUzLZogbt7rNnmSEm1Bdg,"[Restaurants, Pizza, Italian]",ojUzLZogbt7rNnmSEm1Bdg,2015-01-19,s1pbAyVhjYWKb_TDAKtl0A,4.0,"Ok so, this is not an authentic Italian. It doesn't try to be. This is a chain of restaurants that provides a decent quality restaurant food Italian Style.. It is not for a formal occasion. 
We arrived pretty ravenous after a swim and wanted somewhere to sit and something to fill our bellies with. 

On arrival we were greeted and invited to anywhere we'd fancied. 
The table was bare save napkins and cutlery. Our waitress provided the menus. 
We took wine and I had a pasta with prawns and chilli. Lovely. 

Now for the best part: they have just recently introduced ""mini desserts"" - Yes sir. 
You can order 3 or 5 desserts and they come in shot glasses - pannacotta, banana toffee (Banoffee), tiramisu, cheesecake and a deep chocolate ganache like thingy. 
Brilliant for sharing and this was simply wonderful in execution and taste. 

if you want authentic Italian, go to an authentic Italian. 
When you want good simple tasty pasta dishes and nice dessert selection? Go to Bella Italia.",review,tZs84cKAUSOtP_nAiSdreQ,"{u'funny': 1, u'useful': 2, u'cool': 1}"
747181,940850,940849,ojUzLZogbt7rNnmSEm1Bdg,"[Restaurants, Pizza, Italian]",ojUzLZogbt7rNnmSEm1Bdg,2015-04-12,KQSztRwOdT5lA827SuIiVA,3.0,"Popped in for some lunch. Service was quick, however my girlfriends Carbonara was a bit bland. Risotto was lovely. Would probably try somewhere else, more local to the area next time we visit.",review,hpHnk_Beigjfu2dP2la_fA,"{u'funny': 0, u'useful': 0, u'cool': 0}"
747182,940851,940850,ojUzLZogbt7rNnmSEm1Bdg,"[Restaurants, Pizza, Italian]",ojUzLZogbt7rNnmSEm1Bdg,2015-06-12,jxHDiEWaOEXN5ZVkL5RONw,1.0,"Went out with my wife on our honeymoon to scotland fiending for desert and this was the first place we ended up here by coincidence. Unfortunately,  it went down hill from the start. Upon being seated we were told that they were out of salmon, lamb, and spinach asbwell as one of they baeses to a desert. Then we noticed a confrontation between a member of the waitstaff and a disgruntled customer. I am not sure what had happened but it was enough to rattle the customers nearby and my wife, who was opposite me on the other side of the bar area. Next, I had ordered a gin and tonic and it was all tonic with about 4 ice cubes in a glass a bit bigger than a highball glass . The last straw was when we got the desert. I had ordered their desert shooters wanting something sweet. I had the banana coffee which was really good, the tiramisu and the cheesecake. I had finished the banana one, went half way through the tiamisu and decided to try the cheesecake. The cheesecake had not had a chance to set and was runny which was really dissappointing. I went back to the tiramisu and the NEXT BITE HIT A PIECE OF PLASTIC! I told our waiter and he brought the manager over and he apologized and offered us something else. I didnt want to take my chances so I asked for the check. He said he would comp our deserts and when the check came he only took mime off.... I just paid and left. They waiter we had said that they were closing in a few days for a remodel but I feel like they dont care about their quality and customers why would you go back?",review,wbv8FbPQOc1GAhkhFNeLnw,"{u'funny': 0, u'useful': 1, u'cool': 0}"
747183,940852,940851,ojUzLZogbt7rNnmSEm1Bdg,"[Restaurants, Pizza, Italian]",ojUzLZogbt7rNnmSEm1Bdg,2015-07-12,esZ-QaU7MeY9WlSa1sR4uw,5.0,Really good! I ordered a pizza with pepperoni and olives and it was much better than the pizza I get in America.,review,dkp04ORVG3dmlfz6OKsEzQ,"{u'funny': 0, u'useful': 0, u'cool': 0}"
747184,940853,940852,ojUzLZogbt7rNnmSEm1Bdg,"[Restaurants, Pizza, Italian]",ojUzLZogbt7rNnmSEm1Bdg,2015-12-25,avOr04UL7MYncKtTxwCJ1w,1.0,"we ordered the turkey, sirloin steak and the chicken breast and waited over one hour. It was a terrible experience. The turkey was so dry tasted like fabric, I felt like I was chewing my sweater. And the chicken breast was also very dry and I am pretty sure they literally used a entire bottle of salt. The steak was suppose to be medium and it looked and tasted like it was well done.",review,cVwsuOcYLEFsSnVKze7eFg,"{u'funny': 0, u'useful': 0, u'cool': 0}"
747185,940854,940853,ojUzLZogbt7rNnmSEm1Bdg,"[Restaurants, Pizza, Italian]",ojUzLZogbt7rNnmSEm1Bdg,2016-03-19,kpJQeKN9QFlH5OryMPxeYQ,4.0,"Great food in general.  We ate here a few times while in Edinburgh.  It was around the corner from our hotel and easy to find seating during busy evenings when we didn't make reservations.  Their pizza was so good.  It had the right amount of sauce and cheese with the perfect amount of crunch to the crust.  I have to say I was very glad I found this place our second day of visiting.
We were greeted and seated pretty quickly and our waiter was actually our waiter each time we visited, but I think that was just a fluke.  LOL.  He was spot on.  We didn't have to ask for anything for the most part.  He was there and refilling glasses, taking orders, and bringing napkins.
If you are near the Royal Mile, stop in.  I am sure you will not regret it.",review,vlIKID-1MO2w6f7nTDFVDA,"{u'funny': 10, u'useful': 12, u'cool': 9}"
747186,940855,940854,ojUzLZogbt7rNnmSEm1Bdg,"[Restaurants, Pizza, Italian]",ojUzLZogbt7rNnmSEm1Bdg,2016-06-12,XZIUuJPn_BBK-3hm3WvWlA,4.0,"Family-friendly, serves food late, and the pasta/pizza/garlic bread is delicious. Our kids loved there food, and the location is handy, too.",review,gIeMNYjrZ5ob37PtW2DOZg,"{u'funny': 0, u'useful': 0, u'cool': 0}"
747187,940856,940855,ojUzLZogbt7rNnmSEm1Bdg,"[Restaurants, Pizza, Italian]",ojUzLZogbt7rNnmSEm1Bdg,2016-06-24,LbtrflmbbvlN4P0f8uvP7g,1.0,"A group of 6 with 2 kids, we asked for a table and the host offered 2 tables of 4, separated by one other. We kindly asked the couple on the table in between to switch so we would be able to sit in adjacent tables. They were very kind to agree. However, the host, in a very rude manner, told us we could not switch because ""This is my restaurant and I decide"". What was he thinking?
I can not believe the arrogance of this person!!!",review,aUHmRWF1uAkg4Lm-zQ3Nug,"{u'funny': 0, u'useful': 0, u'cool': 0}"
